Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Area,population,Area/population,UnenploymentRate
Ukraine,Central and Eastern Europe,138,4.103,0.793,1.413,0.609,0.163,0.011,0.187,603500,44622516,0.013524562,9.380999565
Togo,Sub-Saharan Africa,139,3.999,0.259,0.474,0.253,0.434,0.101,0.158,56785,7889094,0.007197911,1.667999983
Guinea,Sub-Saharan Africa,140,3.964,0.344,0.792,0.211,0.394,0.094,0.185,245857,12414318,0.01980431,3.607000113
Lesotho,Sub-Saharan Africa,141,3.808,0.472,1.215,0.079,0.423,0.112,0.116,30355,2108132,0.014399003,23.59600067
Angola,Sub-Saharan Africa,142,3.795,0.73,1.125,0.269,0,0.061,0.079,1246700,30809762,0.040464448,7.252999783
Madagascar,Sub-Saharan Africa,143,3.774,0.262,0.908,0.402,0.221,0.049,0.155,587041,26262368,0.022352935,1.659000039
Zimbabwe,Sub-Saharan Africa,144,3.692,0.357,1.094,0.248,0.406,0.099,0.132,390757,14439018,0.027062574,4.914999962
Afghanistan,Southern Asia,145,3.632,0.332,0.537,0.255,0.085,0.036,0.191,652230,37172386,0.017546089,1.542000055
Botswana,Sub-Saharan Africa,146,3.59,1.017,1.174,0.417,0.557,0.092,0.042,582000,2254126,0.258193198,17.94099998
Malawi,Sub-Saharan Africa,147,3.587,0.186,0.541,0.306,0.531,0.08,0.21,118484,18143315,0.006530449,5.429999828
Haiti,Latin America and Caribbean,148,3.582,0.315,0.714,0.289,0.025,0.104,0.392,27750,11123176,0.002494791,13.52600002
Liberia,Sub-Saharan Africa,149,3.495,0.076,0.858,0.267,0.419,0.03,0.206,111369,4818977,0.023110507,2.032999992
Syria,Middle East and Northern Africa,150,3.462,0.689,0.382,0.539,0.088,0.144,0.376,185180,16945057,0.010928261,8.12
Rwanda,Sub-Saharan Africa,151,3.408,0.332,0.896,0.4,0.636,0.444,0.2,26338,12301939,0.002140963,0.971000016
Yemen,Middle East and Northern Africa,152,3.355,0.442,1.073,0.343,0.244,0.064,0.083,527968,28498683,0.018526049,12.9
Tanzania,Sub-Saharan Africa,153,3.303,0.455,0.991,0.381,0.481,0.097,0.27,945087,56318348,0.016781156,1.932000041
South Sudan,Middle East and Northern Africa,154,3.254,0.337,0.608,0.177,0.112,0.106,0.224,619745,10975920,0.05646406,12.6960001
Central African Republic,Sub-Saharan Africa,155,3.083,0.024,0,0.01,0.305,0.038,0.218,622984,4666377,0.133504858,6.482999802
Burundi,Sub-Saharan Africa,156,2.905,0.091,0.627,0.145,0.065,0.076,0.149,27834,11175378,0.002490654,1.527999997
Finland,Western Europe,1,7.769,1.34,1.587,0.986,0.596,0.153,0.393,338424,5532156,0.06117398,7.251999855
Denmark,Western Europe,2,7.6,1.383,1.573,0.996,0.592,0.252,0.41,43094,5771876,0.007466203,4.830999851
Norway,Western Europe,3,7.554,1.488,1.582,1.028,0.603,0.271,0.341,323802,5378857,0.060199035,3.967000008
Iceland,Western Europe,4,7.494,1.38,1.624,1.026,0.591,0.354,0.118,103000,339031,0.303807026,2.950000048
Netherlands,Western Europe,5,7.488,1.396,1.522,0.999,0.557,0.322,0.298,41850,17097130,0.002447779,3.760999918
Switzerland,Western Europe,6,7.48,1.452,1.526,1.052,0.572,0.263,0.343,41284,8591365,0.00480529,4.874000072
Sweden,Western Europe,7,7.343,1.387,1.487,1.009,0.574,0.267,0.373,450295,10036379,0.044866281,6.837999821
New Zealand,Australia and New Zealand,8,7.307,1.303,1.557,1.026,0.585,0.33,0.38,270467,4783063,0.056546819,4.80700016
Canada,North America,9,7.278,1.365,1.505,1.039,0.584,0.285,0.308,9984670,37411047,0.266890953,6.05700016
Austria,Western Europe,10,7.246,1.376,1.475,1.016,0.532,0.244,0.226,83871,8955102,0.009365722,4.635000229
Australia,Australia and New Zealand,11,7.228,1.372,1.548,1.036,0.557,0.332,0.29,7692024,25203198,0.305200316,5.328000069
Costa Rica,Latin America and Caribbean,12,7.167,1.034,1.441,0.963,0.558,0.144,0.093,51100,5047561,0.010123701,8.190999985
Israel,Middle East and Northern Africa,13,7.139,1.276,1.455,1.029,0.371,0.261,0.082,20770,8519377,0.002437972,3.930999994
Luxembourg,Western Europe,14,7.09,1.609,1.479,1.012,0.526,0.194,0.316,2586,615729,0.0041999,5.413000107
United Kingdom,Western Europe,15,7.054,1.333,1.538,0.996,0.45,0.348,0.278,242900,67530172,0.003596911,3.809000015
Ireland,Western Europe,16,7.021,1.499,1.553,0.999,0.516,0.298,0.31,70273,4882495,0.014392846,5.28399992
Germany,Western Europe,17,6.985,1.373,1.454,0.987,0.495,0.261,0.265,357114,83517045,0.004275942,3.198999882
Belgium,Western Europe,18,6.923,1.356,1.504,0.986,0.473,0.16,0.21,30528,11539328,0.002645561,6.440999985
United States,North America,19,6.892,1.433,1.457,0.874,0.454,0.28,0.128,9372610,329064917,0.028482556,3.868999958
Czech Republic,Central and Eastern Europe,20,6.852,1.269,1.487,0.92,0.457,0.046,0.036,78865,10689209,0.007378001,2.473999977
United Arab Emirates,Middle East and Northern Africa,21,6.825,1.503,1.31,0.825,0.598,0.262,0.182,83600,9770529,0.008556343,2.642999887
Malta,Western Europe,22,6.726,1.3,1.52,0.999,0.564,0.375,0.151,316,440372,0.000717575,4.626999855
Mexico,Latin America and Caribbean,23,6.595,1.07,1.323,0.861,0.433,0.074,0.073,1964375,127575529,0.015397741,3.378000021
France,Western Europe,24,6.592,1.324,1.472,1.045,0.436,0.111,0.183,551695,65129728,0.008470709,9.098999977
Taiwan,Eastern Asia,25,6.446,1.368,1.43,0.914,0.351,0.242,0.097,36193,23773876,0.001522385,3.7
Chile,Latin America and Caribbean,26,6.444,1.159,1.369,0.92,0.357,0.187,0.056,756102,18952038,0.039895551,7.43200016
Guatemala,Latin America and Caribbean,27,6.436,0.8,1.269,0.746,0.535,0.175,0.078,108889,17581472,0.006193395,2.746000051
Saudi Arabia,Middle East and Northern Africa,28,6.375,1.403,1.357,0.795,0.439,0.08,0.132,2149690,34268528,0.062730736,5.918000221
Qatar,Middle East and Northern Africa,29,6.374,1.684,1.313,0.871,0.555,0.22,0.167,11586,2832067,0.004091005,0.144999996
Spain,Western Europe,30,6.354,1.286,1.484,1.062,0.362,0.153,0.079,505992,46736776,0.010826421,14.69999981
Panama,Latin America and Caribbean,31,6.321,1.149,1.442,0.91,0.516,0.109,0.054,75417,4246439,0.017760057,3.904999971
Brazil,Latin America and Caribbean,32,6.3,1.004,1.439,0.802,0.39,0.099,0.086,8515767,211049527,0.040349614,12.21800041
Uruguay,Latin America and Caribbean,33,6.293,1.124,1.465,0.891,0.523,0.127,0.15,181034,3461734,0.052295757,7.941999912
Singapore,Southeastern Asia,34,6.262,1.572,1.463,1.141,0.556,0.271,0.453,710,5804337,0.000122322,3.624000072
El Salvador,Latin America and Caribbean,35,6.253,0.794,1.242,0.789,0.43,0.093,0.074,21041,6453553,0.003260375,4.346000195
Italy,Western Europe,36,6.223,1.294,1.488,1.039,0.231,0.158,0.03,301336,60550075,0.004976641,9.215000153
Bahrain,Middle East and Northern Africa,37,6.199,1.362,1.368,0.871,0.536,0.255,0.11,765,1641172,0.00046613,0.967999995
Slovakia,Central and Eastern Europe,38,6.198,1.246,1.504,0.881,0.334,0.121,0.014,49037,5457013,0.008986052,5.7
Trinidad & Tobago,Western Europe,39,6.192,1.231,1.477,0.713,0.489,0.185,0.016,5131,1328018,0.003863652,4.825
Poland,Central and Eastern Europe,40,6.182,1.206,1.438,0.884,0.483,0.117,0.05,312679,37887768,0.008252769,3.270999908
Uzbekistan,Central and Eastern Europe,41,6.174,0.745,1.529,0.756,0.631,0.322,0.24,447400,32981716,0.013565092,5.499000072
Lithuania,Central and Eastern Europe,42,6.149,1.238,1.515,0.818,0.291,0.043,0.042,65300,2759627,0.023662618,6.638000011
Colombia,Latin America and Caribbean,43,6.125,0.985,1.41,0.841,0.47,0.099,0.034,1141748,50339443,0.022680982,9.187999725
Slovenia,Central and Eastern Europe,44,6.118,1.258,1.523,0.953,0.564,0.144,0.057,20273,2078654,0.009752946,5.501999855
Nicaragua,Latin America and Caribbean,45,6.105,0.694,1.325,0.835,0.435,0.2,0.127,130373,6545502,0.019917953,4.869999886
Kosovo,Central and Eastern Europe,46,6.1,0.882,1.232,0.758,0.489,0.262,0.006,10890,1810403,0.006015235,25.3
Argentina,Latin America and Caribbean,47,6.086,1.092,1.432,0.881,0.471,0.066,0.05,2780400,44780677,0.06208928,9.984999657
Romania,Central and Eastern Europe,48,6.07,1.162,1.232,0.825,0.462,0.083,0.005,238391,19364557,0.012310687,4.15899992
Cyprus,Western Europe,49,6.046,1.263,1.223,1.042,0.406,0.19,0.041,9251,1198575,0.007718332,7.916999817
Ecuador,Latin America and Caribbean,50,6.028,0.912,1.312,0.868,0.498,0.126,0.087,276841,17373662,0.015934522,3.980999947
Kuwait,Middle East and Northern Africa,51,6.021,1.5,1.319,0.808,0.493,0.142,0.097,17818,4207083,0.004235239,2.164999962
Thailand,Southeastern Asia,52,6.008,1.05,1.409,0.828,0.557,0.359,0.028,513120,69625582,0.007369705,0.694999993
Latvia,Central and Eastern Europe,53,5.94,1.187,1.465,0.812,0.264,0.075,0.064,64559,1906743,0.03385826,8.222999573
South Korea,Eastern Asia,54,5.895,1.301,1.219,1.036,0.159,0.175,0.056,100210,51225308,0.00195626,3.5
Estonia,Central and Eastern Europe,55,5.893,1.237,1.528,0.874,0.495,0.103,0.161,45227,1325648,0.0341169,5.881999969
Jamaica,Latin America and Caribbean,56,5.89,0.831,1.478,0.831,0.49,0.107,0.028,10991,2948279,0.003727938,9.524000168
Mauritius,Sub-Saharan Africa,57,5.888,1.12,1.402,0.798,0.498,0.215,0.06,2040,1269668,0.001606719,6.868999958
Japan,Eastern Asia,58,5.886,1.327,1.419,1.088,0.445,0.069,0.14,377930,126860301,0.002979104,2.405999899
Honduras,Latin America and Caribbean,59,5.86,0.642,1.236,0.828,0.507,0.246,0.078,112492,9746117,0.011542238,4.109000206
Kazakhstan,Central and Eastern Europe,60,5.809,1.173,1.508,0.729,0.41,0.146,0.096,2724900,18551427,0.146883579,5.425000191
Bolivia,Latin America and Caribbean,61,5.779,0.776,1.209,0.706,0.511,0.137,0.064,1098581,11513100,0.095420087,3.266000032
Hungary,Central and Eastern Europe,62,5.758,1.201,1.41,0.828,0.199,0.081,0.02,93028,9684679,0.009605687,3.463999987
Paraguay,Latin America and Caribbean,63,5.743,0.855,1.475,0.777,0.514,0.184,0.08,406752,7044636,0.05773925,4.676000118
Northern Cyprus,Western Europe,64,5.718,1.263,1.252,1.042,0.417,0.191,0.162,3355,326000,0.010291411,7.7
Peru,Latin America and Caribbean,65,5.697,0.96,1.274,0.854,0.455,0.083,0.027,1285216,32510453,0.039532393,2.90199995
Portugal,Western Europe,66,5.693,1.221,1.431,0.999,0.508,0.047,0.025,92090,10226187,0.009005312,6.129000187
Pakistan,Southern Asia,67,5.653,0.677,0.886,0.535,0.313,0.22,0.098,881912,216565318,0.004072268,3.019999981
Russia,Central and Eastern Europe,68,5.648,1.183,1.452,0.726,0.334,0.082,0.031,17098242,145872256,0.117213804,4.6
Philippines,Southeastern Asia,69,5.631,0.807,1.293,0.657,0.558,0.117,0.107,342353,108116615,0.003166516,2.411999941
Serbia,Central and Eastern Europe,70,5.603,1.004,1.383,0.854,0.282,0.137,0.039,88361,8772235,0.010072804,13.51299953
Moldova,Central and Eastern Europe,71,5.529,0.685,1.328,0.739,0.245,0.181,0,33846,4043263,0.008370962,3.733999968
Libya,Middle East and Northern Africa,72,5.525,1.044,1.303,0.673,0.416,0.133,0.152,1759540,6777452,0.259616741,17.29999924
Montenegro,Central and Eastern Europe,73,5.523,1.051,1.361,0.871,0.197,0.142,0.08,13812,627987,0.021994086,15.77600002
Tajikistan,Central and Eastern Europe,74,5.467,0.493,1.098,0.718,0.389,0.23,0.144,143100,9321018,0.0153524,11.08199978
Croatia,Central and Eastern Europe,75,5.432,1.155,1.266,0.914,0.296,0.119,0.022,56594,4130304,0.013702139,7.769000053
Hong Kong,Eastern Asia,76,5.43,1.438,1.277,1.122,0.44,0.258,0.287,1104,7436154,0.000148464,2.9
Dominican Republic,Latin America and Caribbean,77,5.425,1.015,1.401,0.779,0.497,0.113,0.101,48671,10738958,0.00453219,5.828000069
Bosnia and Herzegovina,Central and Eastern Europe,78,5.386,0.945,1.212,0.845,0.212,0.263,0.006,51209,3301000,0.015513178,21.21800041
Turkey,Middle East and Northern Africa,79,5.373,1.183,1.36,0.808,0.195,0.083,0.106,783562,83429615,0.009391893,11.89500046
Malaysia,Southeastern Asia,80,5.339,1.221,1.171,0.828,0.508,0.26,0.024,330803,31949777,0.010353844,3.398999929
Belarus,Central and Eastern Europe,81,5.323,1.067,1.465,0.789,0.235,0.094,0.142,207600,9452411,0.021962651,5.795000076
Greece,Western Europe,82,5.287,1.181,1.156,0.999,0.067,0,0.034,131990,10473455,0.012602336,18.08099937
Mongolia,Eastern Asia,83,5.285,0.948,1.531,0.667,0.317,0.235,0.038,1564110,3225167,0.484970236,6.346000195
North Macedonia,Eastern Asia,84,5.274,0.983,1.294,0.838,0.345,0.185,0.034,25710,2093184,0.012282723,21.58099937
Nigeria,Sub-Saharan Africa,85,5.265,0.696,1.111,0.245,0.426,0.215,0.041,923768,200963599,0.004596693,6.105999947
Kyrgyzstan,Central and Eastern Europe,86,5.261,0.551,1.438,0.723,0.508,0.3,0.023,199951,6415850,0.031165161,3.3
Turkmenistan,Central and Eastern Europe,87,5.247,1.052,1.538,0.657,0.394,0.244,0.028,488100,5942089,0.082142829,3.851000071
Algeria,Middle East and Northern Africa,88,5.211,1.002,1.16,0.785,0.086,0.073,0.114,2381741,43053054,0.05532107,12.34899998
Morocco,Middle East and Northern Africa,89,5.208,0.801,0.782,0.782,0.418,0.036,0.076,446550,36471769,0.012243717,9.027999878
Azerbaijan,Central and Eastern Europe,90,5.208,1.043,1.147,0.769,0.351,0.035,0.182,86600,10047718,0.008618872,5.395999908
Lebanon,Middle East and Northern Africa,91,5.197,0.987,1.224,0.815,0.216,0.166,0.027,10452,6855713,0.001524568,6.196000099
Indonesia,Southeastern Asia,92,5.192,0.931,1.203,0.66,0.491,0.498,0.028,1904569,270625568,0.007037654,4.375
China,Eastern Asia,93,5.191,1.029,1.125,0.893,0.521,0.058,0.1,9706961,1433783686,0.006770171,4.423999786
Vietnam,Southeastern Asia,94,5.175,0.741,1.346,0.851,0.543,0.147,0.073,331212,96462106,0.003433597,1.894000053
Bhutan,Southern Asia,95,5.082,0.813,1.321,0.604,0.457,0.37,0.167,38394,763092,0.050313724,2.187000036
Cameroon,Sub-Saharan Africa,96,5.044,0.549,0.91,0.331,0.381,0.187,0.037,475442,25876380,0.01837359,3.339999914
Bulgaria,Central and Eastern Europe,97,5.011,1.092,1.513,0.815,0.311,0.081,0.004,110879,7000119,0.015839588,4.818999767
Ghana,Sub-Saharan Africa,98,4.996,0.611,0.868,0.486,0.381,0.245,0.04,238533,30417856,0.007841874,6.78399992
Ivory Coast,Sub-Saharan Africa,99,4.944,0.569,0.808,0.232,0.352,0.154,0.09,322463,25716544,0.012539127,2.44
Nepal,Southern Asia,100,4.913,0.446,1.226,0.677,0.439,0.285,0.089,147181,28608710,0.005144622,1.246999979
Jordan,Middle East and Northern Africa,101,4.906,0.837,1.225,0.815,0.383,0.11,0.13,89342,10101694,0.008844259,14.94499969
Benin,Sub-Saharan Africa,102,4.883,0.393,0.437,0.397,0.349,0.175,0.082,112622,11801151,0.009543306,2.025000095
Congo (Brazzaville),Sub-Saharan Africa,103,4.812,0.673,0.799,0.508,0.372,0.105,0.093,342000,5179950,0.066023803,7.958
Gabon,Sub-Saharan Africa,104,4.799,1.057,1.183,0.571,0.295,0.043,0.055,267668,2172579,0.123202885,19.6060009
Laos,Southeastern Asia,105,4.796,0.764,1.03,0.551,0.547,0.266,0.164,236800,7169455,0.03302901,0.6
South Africa,Sub-Saharan Africa,106,4.722,0.96,1.351,0.469,0.389,0.13,0.055,1221037,58558270,0.020851658,27.32099915
Albania,Central and Eastern Europe,107,4.719,0.947,0.848,0.874,0.383,0.178,0.027,28748,2880917,0.009978767,13.95600033
Venezuela,Latin America and Caribbean,108,4.707,0.96,1.427,0.805,0.154,0.064,0.047,916445,28515829,0.032138115,44.3
Cambodia,Southeastern Asia,109,4.7,0.574,1.122,0.637,0.609,0.232,0.062,181035,16486542,0.010980775,1.019999981
Palestinian Territories,Middle East and Northern Africa,110,4.696,0.657,1.247,0.672,0.225,0.103,0.066,6220,5045592,0.001232759,27
Senegal,Sub-Saharan Africa,111,4.681,0.45,1.134,0.571,0.292,0.153,0.072,196722,16296364,0.012071527,6.521999836
Somalia,Middle East and Northern Africa,112,4.668,0,0.698,0.268,0.559,0.243,0.27,637657,15442905,0.04129126,13.95499992
Namibia,Sub-Saharan Africa,113,4.639,0.879,1.313,0.477,0.401,0.07,0.056,825615,2494530,0.330970163,23.18700027
Niger,Sub-Saharan Africa,114,4.628,0.138,0.774,0.366,0.318,0.188,0.102,1267000,23310715,0.054352687,0.256999999
Burkina Faso,Sub-Saharan Africa,115,4.587,0.331,1.056,0.38,0.255,0.177,0.113,272967,20321378,0.013432504,6.149000168
Armenia,Central and Eastern Europe,116,4.559,0.85,1.055,0.815,0.283,0.095,0.064,29743,2957731,0.010056019,17.70700073
Iran,Middle East and Northern Africa,117,4.548,1.1,0.842,0.785,0.305,0.27,0.125,1648195,82913906,0.01987839,0
Guinea,Sub-Saharan Africa,118,4.534,0.38,0.829,0.375,0.332,0.207,0.086,245857,12771246,0.019250823,3.572000027
Georgia,Central and Eastern Europe,119,4.519,0.886,0.666,0.752,0.346,0.043,0.164,69700,3996765,0.017439104,14.24600029
Gambia,Middle East and Northern Africa,120,4.516,0.308,0.939,0.428,0.382,0.269,0.167,10689,2347706,0.004552955,11
Kenya,Sub-Saharan Africa,121,4.509,0.512,0.983,0.581,0.431,0.372,0.053,580367,52573973,0.011039055,9.305000305
Mauritania,Sub-Saharan Africa,122,4.49,0.57,1.167,0.489,0.066,0.106,0.088,1030700,4525696,0.227743976,10.32199955
Mozambique,Sub-Saharan Africa,123,4.466,0.204,0.986,0.39,0.494,0.197,0.138,801590,30366036,0.026397584,3.190000057
Tunisia,Middle East and Northern Africa,124,4.461,0.921,1,0.815,0.167,0.059,0.055,163610,11694719,0.013990075,15.51000023
Bangladesh,Southern Asia,125,4.456,0.562,0.928,0.723,0.527,0.166,0.143,147570,163046161,0.000905081,4.293000221
Iraq,Middle East and Northern Africa,126,4.437,1.043,0.98,0.574,0.241,0.148,0.089,438317,39309783,0.011150329,7.90500021
Congo (Kinshasa),Sub-Saharan Africa,127,4.418,0.094,1.125,0.357,0.269,0.212,0.053,2345000,95784841,0.024481953,40
Mali,Sub-Saharan Africa,128,4.39,0.385,1.105,0.308,0.327,0.153,0.052,1240192,19658031,0.063088312,9.776000023
Sierra Leone,Sub-Saharan Africa,129,4.374,0.268,0.841,0.242,0.309,0.252,0.045,71740,7813215,0.00918188,4.329999924
Sri Lanka,Southern Asia,130,4.366,0.949,1.265,0.831,0.47,0.244,0.047,65610,21323733,0.003076853,4.322999954
Myanmar,Southeastern Asia,131,4.36,0.71,1.181,0.555,0.525,0.566,0.172,676578,54045420,0.012518693,1.575000048
Chad,Sub-Saharan Africa,132,4.35,0.35,0.766,0.192,0.174,0.198,0.078,1284000,15946876,0.080517338,2.319000006
Ukraine,Central and Eastern Europe,133,4.332,0.82,1.39,0.739,0.178,0.187,0.01,603500,43993638,0.013717893,9.312000275
Ethiopia,Sub-Saharan Africa,134,4.286,0.336,1.033,0.532,0.344,0.209,0.1,1104300,112078730,0.009852895,1.787999988
Swaziland,Sub-Saharan Africa,135,4.212,0.811,1.149,0,0.313,0.074,0.135,17364,1148130,0.015123723,22.5
Uganda,Sub-Saharan Africa,136,4.189,0.332,1.069,0.443,0.356,0.252,0.06,241550,44269594,0.005456341,1.786999941
Egypt,Middle East and Northern Africa,137,4.166,0.913,1.039,0.644,0.241,0.076,0.067,1002450,100388073,0.009985748,8.1
Zambia,Sub-Saharan Africa,138,4.107,0.578,1.058,0.426,0.431,0.247,0.087,752612,17861030,0.0421371,7.144999981
Togo,Sub-Saharan Africa,139,4.085,0.275,0.572,0.41,0.293,0.177,0.085,56785,8082366,0.007025789,1.669999957
India,Southern Asia,140,4.015,0.755,0.765,0.588,0.498,0.2,0.085,3287590,1366417754,0.002405992,2.551000118
Liberia,Sub-Saharan Africa,141,3.975,0.073,0.922,0.443,0.37,0.233,0.033,111369,4937374,0.022556322,2.032000065
Comoros,Sub-Saharan Africa,142,3.973,0.274,0.757,0.505,0.142,0.275,0.078,1862,850886,0.002188307,3.703000069
Madagascar,Sub-Saharan Africa,143,3.933,0.274,0.916,0.555,0.148,0.169,0.041,587041,26969307,0.021767004,1.644999981
Lesotho,Sub-Saharan Africa,144,3.802,0.489,1.169,0.168,0.359,0.107,0.093,30355,2125268,0.014282905,23.47500038
Burundi,Sub-Saharan Africa,145,3.775,0.046,0.447,0.38,0.22,0.176,0.18,27834,11530580,0.002413929,1.537999988
Zimbabwe,Sub-Saharan Africa,146,3.663,0.366,1.114,0.433,0.361,0.151,0.089,390757,14645468,0.026681087,4.897999763
Haiti,Latin America and Caribbean,147,3.597,0.323,0.688,0.449,0.026,0.419,0.11,27750,11263077,0.002463803,13.48400021
Botswana,Sub-Saharan Africa,148,3.488,1.041,1.145,0.538,0.455,0.025,0.1,582000,2303697,0.252637391,18.19199944
Syria,Middle East and Northern Africa,149,3.462,0.619,0.378,0.44,0.013,0.331,0.141,185180,17070135,0.010848186,14.9
Malawi,Sub-Saharan Africa,150,3.41,0.191,0.56,0.495,0.443,0.218,0.089,118484,18628747,0.006360277,5.375
Yemen,Middle East and Northern Africa,151,3.38,0.287,1.163,0.463,0.143,0.108,0.077,527968,29161922,0.018104705,12.9
Rwanda,Sub-Saharan Africa,152,3.334,0.359,0.711,0.614,0.555,0.217,0.411,26338,12626950,0.002085856,0.991999984
Tanzania,Sub-Saharan Africa,153,3.231,0.476,0.885,0.499,0.417,0.276,0.147,945087,58005463,0.016293069,1.911999941
Afghanistan,Southern Asia,154,3.203,0.35,0.517,0.361,0,0.158,0.025,652230,38041754,0.017145109,1.519000053
Central African Republic,Sub-Saharan Africa,155,3.083,0.026,0,0.105,0.225,0.235,0.035,622984,4745185,0.13128761,6.521999836
South Sudan,Middle East and Northern Africa,156,2.853,0.306,0.575,0.295,0.01,0.202,0.091,619745,11062113,0.056024107,12.71500015